URL,Reference,Description,Sizes,Inventory,Images
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/strapless-dress-with-shiny-details_87004428,87004428,"Satin fabric. Short design. Fitted design. Strapless. Turn-down neckline. Sleeveless. Back zipper closure. Sparkly decorative appliqués. Inner lining. Selection Collection. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","2, 4, 6, 8","Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/strapless-floral-dress_87049066,87049066,Cotton fabric. Short design. Fitted design. Floral print. Strapless. Side zipper closure. Inner lining. Exclusive Online.,"2, 4, 6, 8","Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-cotton-shirt-dress_87050577,87050577,Cotton blend fabric. Short design. Striped print. Shirt-style. Short sleeve. Button Closure at the Front. Straight design.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-dress-with-metallic-buttons_87080586,87080586,Fine knit fabric. Short design. Straight design. Striped print. Round neck. Wide straps. No closure.,"2, 4, 6, 8, 10","Last Few Items, Last Few Items, Last Few Items, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-dress-with-metallic-buttons_87080586?c=70,87080586,Fine knit fabric. Short design. Straight design. Striped print. Round neck. Wide straps. No closure.,"2, 4, 6, 8, 10","Last Few Items, Available, Available, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-short-dress_77064031?c=92,77064031,Short design. Round neck. Sleeveless. Fitted design. Striped design.,"0, 2, 4, 6, 8, 10, 12","Not Available, Available, Available, Not Available, Not Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/textured-asymmetrical-dress_77068276,77068276,Textured fabric. Asymmetric design. Wrap design. Straight design. Short design. Asymmetric neckline. Long sleeves. Side zipper closure. Party and ceremony collection. The model is 1.78 tall and is wearing a size 36. The model is 1.77 tall and is wearing a size 36.,"0, 2, 4, 6, 8, 10, 12","Last Few Items, Available, Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/vestido-corto-estampado-volantes_87095767,87095767,Chiffon fabric. Semi-transparent design. Short design. Straight design. Animal print. Round neck. Ruched detail at the neck. Long sleeves. Ruffle details on the skirt. Inner lining.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/wrap-dress-with-shirt-collar_87094069,87094069,Straight design. Short design. Lapel-collar V-neck collar. Wrap neckline. Removable bow on the neck. Long sleeve with buttoned cuffs. Pleats at the waist. No closure.,"2, 4, 6, 8, 10","Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/zebra-back-bow-satin-dress_87084092,87084092,Fluid fabric with satin finish. Short design. A-line design. Animal print. Zebra print. Draped neckline. Long sleeves. Back zipper closure. Inner lining. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Last Few Items, Not Available, Last Few Items, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/belt-short-jumpsuit_87070582?c=70,87070582,Fluid fabric. Straight design. Short design. Lapel-collar V-neck collar. Short sleeve. Button Closure at the Front. Removable belt at the waist.,"XS, S, M, L, XL","Last Few Items, Available, Last Few Items, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/cotton-short-jumpsuit_87090576,87090576,Cotton blend fabric. Short design. Straight design. Shirt-style. Shirt Collar. Short sleeve. Button Closure at the Front. Removable bow on the waist.,"XS, S, M, L, XL","Last Few Items, Available, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/denim-dungarees-stripes_77062919,77062919,Cotton fabric with denim style. Short design. Two side patch pockets. Square neckline. Sleeveless. Wide straps. Button closure. Striped design.,"XS, S, M, L, XL","Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/denim-overalls-with-embroidered-detail_87090591,87090591,100% cotton fabric. Straight design. Short design. Ribbon on the waist with tie closure. Lapel-collar V-neck collar. Sleeveless. Embroidered details. Button Closure at the Front.,"XS, S, M, L, XL","Available, Available, Available, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/short-sleeved-tweed-jumpsuit_87070595,87070595,"Tweed fabric. Straight design. Short design. V-neck. Short sleeve. Two welt pockets on the front. Two patch pockets at chest. Button Closure at the Front. Inner lining. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","XS, S, M, L, XL","Last Few Items, Available, Available, Available, Last Few Items",
